pl_name,VAE_anomaly,ESI_equal,CDHS,SEPHI_simple,pl_rade,pl_dens,pl_insol,st_teff,pl_orbeccen
NSVS 14256825 b,1.9999999999999754,0.2521221436336437,0.9999999999997045,7.283687206417824e-103,12.3,2.4137931034482762,9.6678,40000.0,0.12
NY Vir b,1.3756870782394623,0.3017953709549008,0.8071272105568843,0.8809662160288813,13.3,0.3103448275862069,2.178,32780.0,0.15
V0391 Peg b,1.1464458696932998,0.0,0.0,3.264425644582205e-95,13.1,0.45190562613430135,9.375,29300.0,0.0
2MASS J19383260+4603591 b,1.0989659338902928,0.15917844346076532,0.7212160068383864,0.0,13.4,0.25045372050816694,33.2985,29564.0,0.33
mu2 Sco b,0.6433314732868898,0.2103513501565936,0.5111396057059059,0.7902396382201681,12.3,2.4500907441016335,0.1074,21700.0,0.56
DP Leo b,0.28563726477330764,0.06764155145404319,0.0,0.612797929080066,12.7,0.9709618874773139,0.0001,13500.0,0.39
GJ 680 b,0.1522284568632356,0.07324309827665249,0.026633541700058577,0.6131409958198552,12.0,4.609800362976406,0.0003,3563.0,0.381
GJ 15 A c,0.1497487428207271,0.0957831766141531,0.02780894374097594,0.6123493438278975,6.67,0.12105263157894738,0.0008,3607.0,0.27
KIC 3526061 b,0.14651826537023888,0.28654490571363034,0.06045306405940823,1.0,12.1,3.248638838475499,0.6208,4829.0,0.85
G 192-15 c,0.14387335505414406,0.1113489436289793,0.011567024630013705,0.6101703195201262,3.87,0.24682395644283125,0.0016,2999.0,0.676
AB Aur b,0.13688269793644933,0.15702751788234187,0.19244537051873287,0.624115669501706,12.5,1.4609800362976408,0.0067,9770.0,0.4
GJ 179 b,0.13599086998205323,0.1109783300226665,0.021477800929630423,0.6174270469968537,13.8,0.11451905626134302,0.0028,3370.0,0.21
iot Dra b,0.13151167049546358,0.19953224523568058,0.051771117166209926,0.0,12.4,1.960072595281307,24.9999,4504.0,0.701
GJ 849 c,0.12999764025280658,0.1058312470093997,0.024069028156214863,0.6143403100931184,13.8,0.11941923774954628,0.001,3467.0,0.092
GJ 163 d,0.12919754991344679,0.17567088295116198,0.024950579686909412,0.6418690615016258,5.92,0.1413793103448276,0.0184,3500.0,0.373
HD 26161 b,0.12914843125589417,0.15173822760938954,0.09327402895762554,0.6542132175104138,11.9,5.353901996370237,0.0243,6057.62,0.922
HD 62364 c,0.12867967522936974,0.09780920462935806,0.09854677565848194,0.6160568689412488,12.0,4.573502722323049,0.002,6255.0,0.773
GJ 433 c,0.12781942343451436,0.11600765002901965,0.02390874605972525,0.6122673952547739,6.27,0.13121597096188747,0.0009,3461.0,0.12
HD 1690 b,0.12527501883862788,0.2241968717164752,0.048298338408929595,0.0,12.5,1.4264972776769511,17.8958,4374.0,0.64
HD 87816 b,0.12258252623739985,0.227378723650803,0.06472725329913194,0.0,12.7,1.043557168784029,17.2656,4989.0,0.78
HIP 948 b,0.12037589794409573,0.10431209532365494,0.051584121386970626,0.613998643574185,12.1,3.68421052631579,0.0008,4497.0,0.23
HIP 66074 b,0.11938274087770316,0.2682607959516317,0.046321525885551634,0.9511472037828663,12.9,0.7386569872958259,0.2381,4300.0,0.948
GJ 832 b,0.11907820155735217,0.13267390971144152,0.024202596569956443,0.6158839701052756,13.8,0.11941923774954628,0.0019,3472.0,0.05
HD 153557 d,0.11825041717096978,0.10168354832417799,0.06066677352139384,0.6136555878846754,11.9,5.172413793103448,0.0006,4837.0,0.152
PZ Tel b,0.1175146379834092,0.09652300531340995,0.06953571619382967,0.6150277809004491,11.9,5.081669691470054,0.0014,5169.0,0.52
HD 105618 c,0.11526339716746477,0.12353279495136645,0.08294598493347569,0.6146847403044321,11.9,4.990925589836661,0.0012,5671.0,0.126
HD 14067 b,0.11440447402286473,0.2853002383291499,0.06007907250093175,0.02125817482376323,12.2,2.6678765880217785,2.9812,4815.0,0.65
HIP 39017 b,0.1126272922910659,0.14706148376507225,0.12381791953837315,0.6323394023177229,12.0,4.337568058076225,0.0115,7201.0,0.55
GJ 2126 b,0.11256005650381955,0.22283564574364598,0.04255489661803657,0.9823615834656864,13.6,0.16388384754990926,0.2833,4159.0,0.85
HAT-P-13 c,0.11221246086463733,0.3237050162584613,0.08246513864400576,1.0,12.3,2.431941923774955,1.4016,5653.0,0.6616
GJ 676 A b,0.11187803293996616,0.2280943164145827,0.03120158145001505,0.6640857209645051,12.8,0.8747731397459166,0.0301,3734.0,0.319
GJ 849 b,0.11156072681155582,0.16807070051447387,0.024069028156214874,0.620855522476103,13.9,0.10544464609800362,0.0048,3467.0,0.029
HD 135344 A b,0.11139683323607114,0.22306751387930396,0.18630122348661787,0.7159936362356685,16.25302201,0.7386569872958259,0.061,9540.0,0.5
GJ 676 A c,0.11083174546764037,0.10887235339218612,0.031201581450016672,0.6143416944548707,12.3,2.304900181488203,0.001,3734.0,0.295
HIP 97233 b,0.11070436021326041,0.2840822436495093,0.06555537746433446,0.26304994497134554,12.1,3.4301270417422867,2.5778,5020.0,0.63
HIP 54515 b,0.11069724440808619,0.17385761119686216,0.14783352032908958,0.6419212540873479,12.2,3.0852994555353903,0.0171,8100.0,0.42
BD+37 3172 b,0.11024415526673412,0.19946821664363057,0.051664262435216386,0.0,12.4,1.7622504537205084,31.9959,4500.0,0.59
HD 457 b,0.10857693688231443,0.138183600658078,0.09478121493828341,0.6277145462740797,11.9,4.990925589836661,0.0088,6114.04,0.565
HD 164604 b,0.10789079451495456,0.2674905476164506,0.05601859272318821,0.8385641793333141,12.3,2.250453720508167,0.1402,4663.0,0.479
HD 156279 b,0.10748772704884449,0.31258559065862995,0.07712240209434354,0.06128372309062609,12.5,1.52994555353902,2.8355,5453.0,0.647
HD 76920 b,0.1069200969454466,0.186318635581892,0.056045306405931306,0.0,13.1,0.44101633393829404,24.7841,4664.0,0.8782
iot Dra c,0.10567710173945682,0.26231315316256587,0.051771117166209406,0.8385641793333141,12.2,2.722323049001815,0.1402,4504.0,0.455
HIP 67537 b,0.10429449411962877,0.31986538077657994,0.06462039856814177,1.0,12.3,2.304900181488203,1.7903,4985.0,0.586
DE CVn b,0.10372953752793553,0.0,0.0,0.613998643574185,12.4,1.9963702359346642,0.0008,3579.0,0.0
HD 238914 b,0.10347144929402492,0.34000281262326437,0.05885024309450483,0.8797090950220847,12.8,0.9074410163339384,2.179,4769.0,0.56
BD+63 1405 b,0.10325422431095782,0.22909772578561374,0.06502110380936345,0.7648184144986188,12.4,1.7295825771324864,0.0911,5000.0,0.88
HD 128717 b,0.10297535256463883,0.21009245591432354,0.09734465993480913,0.7618035537577782,12.1,3.5390199637023594,0.0892,6210.0,0.85
HD 125390 b,0.10274511754745957,0.2997710372879403,0.06186888924507058,1.0,11.9,5.1179673321234125,1.0874,4882.0,0.597
HD 95735 c,0.10236070351791413,0.16909325274861864,0.030800876208786947,0.6110431571617663,3.76,0.2558983666061706,0.0023,3719.0,0.132
GJ 896 A b,0.10208237643469395,0.20467019016058421,0.020809958860925154,0.6857503482640985,13.3,0.30490018148820325,0.0429,3345.0,0.35
TOI-6716 b,0.10198369689144608,0.392974457819979,0.014532243415077027,8.668591088988145e-11,0.982,0.9600725952813067,4.4,3110.0,0.88
TOI-2338 b,0.10056395830817076,0.2454578091941301,0.08054175348612576,1.3270437057263569e-244,11.2089807,1.3466424682395646,13.8485,5581.0,0.676
HD 22781 b,0.10010616424951828,0.26581648731339197,0.06574237324356946,0.9573392664079461,12.3,2.323049001814882,0.2456,5027.0,0.8191
TOI-756 c,0.09940036493127248,0.2964002433853856,0.029144627878395567,0.9527526098025283,13.0,0.5843920145190563,0.24,3657.0,0.445
TIC 52059926 b,0.09880193511660346,0.264269836327351,0.051797830848960856,2.0603335000667943e-11,10.71,4.373865698729583,4.4802,4505.0,0.51
HIP 99770 b,0.09863682191644031,0.23303209604982236,0.14516215205426058,0.706861168084326,12.2,2.9764065335753176,0.0555,8000.0,0.31
HD 97037 b,0.09842327181458593,0.2081527132237536,0.08837153389965541,0.6735871047614213,12.1,3.7749546279491835,0.0357,5874.1,0.357
HD 175167 b,0.0980993261914446,0.32353729334058495,0.08198429235453601,1.0,12.3,2.5226860254083485,0.496,5635.0,0.51
HD 80606 b,0.09766086493029058,0.28416338332893376,0.08011433456215,2.4618349066722424e-13,11.56766808,0.9219600725952813,4.6941,5565.0,0.93183
HD 80913 b,0.09638969435597747,0.20492401318904846,0.09208847571725466,0.66833145392221,12.0,4.337568058076225,0.0326,6013.24,0.313
BD+48 740 b,0.09627453697495579,0.18774615882462026,0.05257252764864958,4.81504475626877e-299,13.5,0.21960072595281308,15.1044,4534.0,0.76
HD 164604 c,0.09592374172586397,0.1936741705109634,0.05601859272318544,0.6270291551427865,12.5,1.5408348457350274,0.0084,4663.0,0.196
HD 219828 c,0.09554969688518608,0.2173226854411659,0.08882299513810009,0.750611283315088,12.2,2.7949183303085303,0.0822,5891.0,0.811
HD 111232 c,0.0950715026516025,0.11367491566739557,0.07869850937649371,0.6165713926002981,12.2,3.1578947368421053,0.0023,5512.0,0.558
TOI-969 c,0.09475263391606516,0.1801149132233065,0.049927873056574625,0.6482424119951108,12.4,1.8874773139745917,0.0208,4435.0,0.628
Kepler-94 c,0.09454210412868333,0.2779931224808312,0.05917080728748575,0.7717605079107341,12.5,1.5952813067150635,0.0955,4781.0,0.345931
HIP 5158 c,0.09415006099745835,0.1714250625884584,0.06002564513543238,0.6205155340008442,12.2,2.6315789473684212,0.0046,4813.0,0.14
HD 28254 b,0.0936765006971467,0.2840337712532476,0.08275898915422655,0.9999999999982241,13.0,0.5480943738656987,0.3645,5664.0,0.95
HD 72659 c,0.09367507446661648,0.17725988970008935,0.08983811508253521,0.6213728093881178,12.1,3.466424682395645,0.0051,5929.0,0.114
HD 98649 b,0.0934506623642695,0.18787165506809364,0.08529678901532019,0.6591531591672936,12.5,1.573502722323049,0.0272,5759.0,0.852
HIP 70849 b,0.0933241363885838,0.1397153150657396,0.041112357749632206,0.6222300246857965,12.9,0.6642468239564429,0.0056,4105.0,0.65
TOI-201 c,0.09302318649399371,0.2369264107402615,0.10303467436019872,0.8336117104809118,10.4,4.355716878402904,0.1367,6423.0,0.651
HD 16905 b,0.09300117486162537,0.1286260381515627,0.06144467596302034,0.6193152541897714,12.4,1.8874773139745917,0.0039,4866.12,0.68
HD 141937 b,0.09221855272404911,0.33807554093941744,0.08826200780038414,1.0,12.4,1.8874773139745917,0.4436,5870.0,0.46
K2-157 d,0.09202062095769523,0.27465839871876396,0.07394347384728334,2.77126943664161e-35,5.16,0.16914700544464611,6.46,5334.0,0.5
HD 109988 b,0.09201896716175159,0.1756764215693473,0.06998904739006727,0.6179433823757576,12.1,3.901996370235935,0.0031,5185.97,0.056
GJ 2056 b,0.09196756836920951,0.33379571924328805,0.04017604316930239,0.9926274337117669,4.17,0.22323049001814882,1.5537,4069.95,0.72
HD 156846 b,0.0918462829786065,0.2768171175230362,0.09413901800501064,1.8121167750902497e-07,12.4,1.7731397459165155,3.97,6090.0,0.85
HD 204313 e,0.09155594850345802,0.21428467090662384,0.08551049847730999,0.651314246320624,12.2,2.6678765880217785,0.0226,5767.0,0.253
HD 25912 c,0.09148977908947856,0.19150388901312415,0.08961318587379298,0.6184578488983994,12.2,2.885662431941924,0.0034,5920.58,0.051
Wolf 1061 d,0.09138987658148909,0.27232560388997923,0.020729817812680715,0.7025319525114151,2.69,0.3938294010889292,0.06,3342.0,0.55
HD 108341 b,0.09062619122644067,0.21448980355864902,0.06828017310464643,0.7890116115972384,13.3,0.30308529945553536,0.1066,5122.0,0.85
HD 219077 b,0.09054165307127388,0.23155083627135384,0.07469145696424663,0.7397810610545065,12.5,1.5607985480943738,0.0755,5362.0,0.768
HD 80869 b,0.08998347846299717,0.25622604834472884,0.08738045626968341,0.8410905124570556,12.8,0.7658802177858439,0.142,5837.0,0.924
HD 93351 c,0.08964816891157397,0.18922477445291006,0.07592028637066903,0.6213728093881178,12.3,2.2323049001814885,0.0051,5408.0,0.109
Kepler-1704 b,0.08961464712066271,0.2987173390415085,0.08494951113958875,0.9997440327649296,11.94877343,0.7386569872958259,0.342,5746.0,0.92
HD 165131 b,0.08955412288741776,0.2266479817101552,0.08826200780038716,0.7736439222654136,12.1,3.3393829401088926,0.0967,5870.0,0.6708
HD 120084 b,0.08955266575321598,0.3371189313931579,0.06178874819681815,0.00900686657291631,12.7,0.9909255898366607,3.0851,4879.0,0.483
GJ 687 c,0.0890136270529767,0.1923185132257276,0.02262648928780861,0.6347270776029003,4.14,0.2250453720508167,0.0157,3413.0,0.4
Kepler-448 c,0.08853561075540185,0.2562184602949216,0.10869797510283792,0.9526687331557481,12.0,4.029038112522686,0.2399,6635.0,0.65
TIC 241249530 b,0.0884098005221455,0.2536061059784586,0.09616925789387422,8.118959258384644e-32,13.29385111,0.6715063520871144,6.2305,6166.0,0.9412
HD 62364 b,0.08816795309547999,0.21726213156008775,0.09854677565848202,0.7340809282309358,12.1,3.3575317604355717,0.072,6255.0,0.607
HD 86264 b,0.08767768087619296,0.3187631638161047,0.09734465993480432,1.0,12.5,1.5916515426497277,0.5987,6210.0,0.821
HD 181234 b,0.08748411619130793,0.170644056189693,0.07533258535020478,0.6373034010636969,12.5,1.5226860254083485,0.0144,5386.0,0.726
HD 20782 b,0.08731599055058159,0.26108087886528647,0.08591467649727558,0.9999999096228023,13.6,0.1869328493647913,0.6863,5782.13,0.95
HD 110537 b,0.08716436230484195,0.13048807981960348,0.08420152802264674,0.6206869937169325,11.9,5.099818511796734,0.0047,5718.0,0.401
TOI-4504 b,0.0871267682717112,0.11066453768849636,0.07343591387509044,0.0,2.65,7.985480943738657,548.0544,5315.0,0.84
HD 20868 b,0.08706762145744706,0.23451523313587574,0.05973179462518932,0.9980301957991938,13.7,0.1540834845735027,0.3278,4802.0,0.75
HD 87883 b,0.08622011831459264,0.19493680718705766,0.06448683015439398,0.6533608101225498,12.7,0.9764065335753176,0.0238,4980.0,0.72
HD 137496 c,0.08607194186431404,0.3704563021096058,0.08636533632525274,1.0,12.6,1.2141560798548094,1.5713,5799.0,0.477
HR 8799 c,0.08600310538316612,0.13638264880244444,0.12391355452259974,0.6184578488983994,13.0,1.3611615245009074,0.0034,7204.58,0.5
GJ 229 b,0.085976607933125,0.2125296803201298,0.026660255382801458,0.6478736881371895,3.97,0.23774954627949185,0.0237,3564.0,0.404
HR 8799 d,0.08583359079574047,0.15795728637652973,0.12391355452260053,0.6272005079982987,13.0,1.3611615245009074,0.0085,7204.58,0.6
HD 192310 c,0.08565915320384597,0.32603357894192,0.06945557514556834,0.9741286637695022,5.25,0.16533575317604357,0.2765,5166.0,0.32
HD 110014 b,0.08558651911149015,0.19506965293229084,0.050195009884060185,0.0,12.4,1.851179673321234,43.9799,4445.0,0.462
HD 8673 b,0.08530391781232463,0.2936018249336699,0.10212774483088945,1.0,12.3,2.250453720508167,0.3841,6389.05,0.73
HIP 21152 b,0.08520439528222899,0.16916432652960156,0.10923224875780256,0.6383299284950751,12.0,4.41016333938294,0.015,6655.0,0.36
CoRoT-10 b,0.08466747780495695,0.24618102820237586,0.0670246300154832,0.0,10.87,0.6715063520871144,16.1089,5075.0,0.53
Pr0211 c,0.0842101079926969,0.17692715044185836,0.07303520863385002,0.6386720628604128,12.6,1.234119782214156,0.0152,5300.0,0.71
K2-312 c,0.08347234626070227,0.3150186660035528,0.09063952556497656,0.9999999999999911,12.8,0.8003629764065336,0.4596,5959.0,0.8435
HD 4113 b,0.08346591334643136,0.2736195265604066,0.08340011754017988,0.9999999751625002,13.5,0.21960072595281308,0.744,5688.0,0.899
HD 96992 b,0.08330764357655027,0.1878283705076211,0.057674841053571894,0.0,13.7,0.14047186932849365,19.1936,4725.0,0.41
TOI-2134 c,0.08295190677972247,0.34070090213588045,0.05380135705506844,0.999362092162806,7.35,0.14700544464609802,1.4,4580.0,0.3125
HD 39091 b,0.08288907473332728,0.2533083546361649,0.09168135919216724,0.8300423461791432,12.3,2.395644283121597,0.1342,5998.0,0.642
BD-210397 c,0.08270024366554007,0.1417352005157103,0.039669818881224284,0.6193152541897413,12.9,0.7096188747731398,0.0039,4051.0,0.43
HAT-P-11 c,0.08254879186236352,0.16079232162970267,0.055751455895696425,0.6402114028753418,13.2,0.37023593466424687,0.0161,4653.0,0.652
HD 222582 b,0.08249808198341373,0.34302316932126287,0.08612491318051821,1.0,12.6,1.3266787658802177,0.7253,5790.0,0.73
HD 203387 b,0.08242655991646355,0.20079246747850188,0.06967783298604249,0.0,13.1,0.49001814882032674,23.0974,5174.32,0.732
HIP 55507 b,0.0821774750067288,0.16030182027026244,0.042875460811022024,0.6222300246858807,12.6,1.2885662431941924,0.0056,4171.0,0.362
HD 113337 c,0.08181515562198459,0.2867991508598565,0.11241117700484957,0.7671913425136317,12.1,3.5390199637023594,0.0926,6774.0,0.164
GJ 463 b,0.08175991656505534,0.14711594547145787,0.02663354170005427,0.6167428972788584,13.1,0.4791288566243195,0.0024,3563.0,0.146
HD 206893 b,0.0815135485022335,0.2705547239802994,0.1050916279318111,0.6548950010089781,14.01122587,2.250453720508167,0.0247,6500.0,0.069
HD 68988 c,0.08141849991021896,0.1622786993744687,0.08862023828603877,0.6290851612197172,12.2,2.6315789473684212,0.0096,5883.41,0.45
HD 7449 b,0.08139721375802789,0.2859079091525301,0.09237591494361881,0.9271638278117531,12.6,1.295825771324864,0.2125,6024.0,0.752
HD 221420 b,0.0809562541809143,0.24811307690379056,0.08764759309717728,0.6790008904571003,12.0,4.192377495462796,0.0389,5847.0,0.14
HD 188641 b,0.0802461928429891,0.2799438019293319,0.08899182561307342,0.6613652631487666,11.9,5.517241379310345,0.0285,5897.32,0.034
HD 118203 c,0.080185782143753,0.30045135087321817,0.08484265640860142,0.7975622746790085,12.4,1.960072595281307,0.1122,5742.0,0.26
HD 166724 b,0.08004951465836566,0.15446998617984994,0.06841374151839007,0.6306268211672172,13.0,0.5480943738656987,0.0105,5127.0,0.734
HIP 8541 b,0.08001516309504715,0.3854234552648144,0.05625901586792112,1.0,12.6,1.221415607985481,1.4683,4672.0,0.36
WASP-132 d,0.07936422604641583,0.28701777629818925,0.056633007426393836,0.6746031007079214,12.8,0.7803992740471869,0.0363,4686.0,0.12
Kepler-407 c,0.07894553472285998,0.29013364275889403,0.07773681679755454,0.7557439580466838,12.3,2.1415607985480944,0.0854,5476.0,0.221479
BD-11 4672 c,0.0788554277013206,0.3778331621120692,0.05299994657262168,0.9921236669471142,4.04,0.23230490018148822,1.7444,4550.0,0.4
HD 217786 b,0.07871782354632632,0.3364452151385009,0.0908265213442221,0.995359560265405,12.3,2.3593466424682394,0.3159,5966.0,0.311
TOI-2589 b,0.0786859228364821,0.2289760639537097,0.08048832612062456,0.0,12.10569916,0.6261343012704175,21.7464,5579.0,0.522
Kepler-553 c,0.07857197678131918,0.387012759640232,0.07012341721428797,1.0,11.57887706,1.3666061705989112,0.589,5191.0,0.346
BD-17 63 b,0.07844695169963758,0.2695833382433664,0.05738099054334661,0.8046543762760334,12.8,0.7803992740471869,0.1169,4714.0,0.5439
HR 5183 b,0.0783699043111942,0.13995028342280777,0.08623176791150154,0.6258295933640902,13.1,0.4664246823956443,0.0077,5794.0,0.84
HD 168443 b,0.07813173914978322,0.2221696762020099,0.07813752203877866,0.0,12.6,1.208711433756806,28.2942,5491.0,0.53
HD 38529 c,0.07807740898413158,0.3784303923635877,0.08364054068492804,1.0,12.5,1.6842105263157894,0.656,5697.0,0.357
HD 73256 c,0.07805527209849682,0.2702173641871721,0.08024790297589597,0.6995172393036119,12.2,2.7949183303085303,0.0511,5570.0,0.16
Kepler-75 b,0.07794430493654994,0.16001476472597154,0.0703638403590273,0.0,11.77,1.9963702359346642,106.484,5200.0,0.57
HD 149806 b,0.07768513160895257,0.14341461707206068,0.07442565582090135,0.6189722980780643,12.3,2.1415607985480944,0.0037,5352.05,0.357
HD 222237 b,0.07727063830055803,0.12035356358105533,0.058369396805031934,0.615885357945522,12.8,0.7840290381125228,0.0019,4751.0,0.56
TOI-1736 c,0.07722617614213072,0.39723535034432667,0.082011006037281,1.0,12.5,1.4301270417422869,0.9,5636.0,0.3685
GJ 2030 c,0.07690290466467868,0.27368878319745266,0.07797723994228838,0.6376455973666584,12.3,2.177858439201452,0.0146,5485.0,0.041
HD 136118 b,0.07680953875079516,0.36867429281697683,0.09432601378424928,1.0,12.3,2.2323049001814885,0.684,6097.0,0.344
HD 68475 b,0.07673897165335819,0.15295867892322085,0.0656088048298207,0.6242870751974677,12.8,0.7803992740471869,0.0068,5022.0,0.62
HD 106515 A b,0.07667153705189843,0.19074422962805393,0.07469145696425074,0.6710453490613887,12.1,3.3756805807622507,0.0342,5362.0,0.571
HD 153557 c,0.07664106003062553,0.23007261551803398,0.06066677352138286,0.0,4.36,0.21052631578947367,22.2262,4837.0,0.511
HD 108202 b,0.07655749152456079,0.1627636751892795,0.05316103007959472,0.6340515618304399,13.1,0.4228675136116153,0.0125,4556.03,0.52
HIP 67851 c,0.0762328199526696,0.4075164957716326,0.06074691456963428,1.0,12.7,1.0725952813067152,0.7091,4840.0,0.3
HD 156668 c,0.07614186105742213,0.331398325143694,0.062448309023862024,0.8020535385996563,6.17,0.1337568058076225,0.1169,4903.69,0.089
HD 11506 d,0.07599038151185983,0.16734375715479938,0.0950205695357018,0.6239442609519352,12.3,2.177858439201452,0.0066,6123.0,0.29
HD 145675 c,0.07595962211559121,0.12290780266177279,0.07405032857828427,0.6157138454415748,12.6,1.252268602540835,0.0018,5338.0,0.52
HD 196067 b,0.07583885550806693,0.2759158917954639,0.09365817171553967,0.8650148193504156,12.4,1.8874773139745917,0.1596,6072.0,0.56292
Kepler-432 b,0.07569038395765737,0.17253855103697074,0.0648875353956212,0.0,12.834305,0.809437386569873,97.846,4995.0,0.5134
HR 8799 e,0.07567599622522722,0.24117722767207678,0.12913394240527354,0.6470471968007122,13.11453,1.4047186932849365,0.0201,7400.0,0.15
Kepler-725 c,0.07561499932029599,0.42854331300355397,0.07557300849493256,0.9869204233620122,3.08,0.33030852994555354,1.4,5395.0,0.436
HD 83443 c,0.07557295947670488,0.13454971326550827,0.07682855158409649,0.6337091123074556,13.6,0.18874773139745918,0.0123,5442.0,0.76
HD 2039 b,0.07523427609166145,0.31666579401331674,0.09026553400650157,0.9970666706423128,12.7,0.9727767695099819,0.3229,5945.0,0.71
HD 134606 d,0.07490236524274796,0.3610906508017379,0.08040818507236527,0.9910684600744907,7.59,0.10217785843920145,0.3082,5576.0,0.092
HD 202206 c,0.07486593510341207,0.31814922384268707,0.08548378479456398,0.8987069778195043,12.2,3.1215970961887476,0.1866,5766.0,0.22
RR Cae b,0.07480108324088477,0.0,0.0,0.6131409958195969,13.0,0.6061705989110707,0.0003,3904.0,0.0
61 Vir d,0.07450720274620652,0.3274628550289326,0.08043489875511842,6.977052453430835e-05,5.11,0.17114337568058077,3.5464,5577.0,0.35
GJ 328 b,0.07450228805547482,0.15002878805558575,0.03555591173798448,0.6210299059799815,13.3,0.3375680580762251,0.0049,3897.0,0.227
Kepler-1656 b,0.07383718655313956,0.22675958042531472,0.08022118929313848,0.0,4.574,0.38656987295825773,24.6,5569.0,0.838
TOI-3362 b,0.07383438340109086,0.18991229694089923,0.10594646577975293,0.0,12.80065596,0.7604355716878404,37.2117,6532.0,0.815
KOI-1257 b,0.07381071389152713,0.2489419698017846,0.0789122188384713,3.7175674458372405e-49,10.54,0.38112522686025413,7.28,5520.0,0.772
HD 23596 b,0.07380576960193129,0.36197234721634686,0.09280333386759505,1.0,12.4,1.9782214156079856,0.3957,6040.0,0.282
HD 75784 c,0.07341035363743259,0.26072918439731857,0.0614681840038363,0.7483574356477621,12.8,0.852994555353902,0.0808,4867.0,0.489
HD 111232 b,0.07326312102260685,0.3435442797997368,0.07869850937649031,0.8515980464001721,12.6,1.2613430127041743,0.1496,5512.0,0.214
HD 30177 b,0.07315676441426706,0.3275438436850898,0.08318640807820424,0.7780215935369749,12.6,1.3067150635208713,0.0995,5680.0,0.186
HD 45350 b,0.07312815835936803,0.2588659701772609,0.080141048244888,0.9999999841390883,13.5,0.23049001814882034,0.375,5566.0,0.778
HD 95089 c,0.07308866140907266,0.38584917640656097,0.0628305818239978,0.9999999999927041,13.1,0.48638838475499097,1.2174,4918.0,0.284
ups And d,0.07301416097155979,0.3798520686527087,0.09592269060211268,1.0,12.5,1.664246823956443,0.5308,6156.77,0.2987
HATS-32 b,0.07294564304086132,0.08909007525709392,0.08372068173315812,0.0,14.000041,0.10526315789473684,614.5934,5700.0,0.471
GJ 317 b,0.07290151468669456,0.2237151642785,0.024843724955918006,0.6398693651409051,13.3,0.3375680580762251,0.0159,3496.0,0.0826
bet Pic c,0.07254671966493642,0.3940920210311611,0.1461954373029593,1.0,12.5,1.411978221415608,1.2305,8038.68,0.307
HD 18143 c,0.07245286509479498,0.1398685540364144,0.06710477106372845,0.6153708160203826,12.5,1.6225045372050817,0.0016,5078.0,0.194
HD 86065 b,0.07228689142105743,0.13236514749017728,0.06308596463107403,0.6148562612730396,12.5,1.47005444646098,0.0013,4927.56,0.219
HD 140901 c,0.07184695410038908,0.12039839772045309,0.08131645028581078,0.6224014517457511,13.4,0.23774954627949185,0.0057,5610.0,0.77
HD 67087 c,0.07174327051040524,0.28435533054594453,0.100550301864593,0.9464499772188215,12.9,0.7150635208711434,0.2327,6330.0,0.76
HD 37605 b,0.07163405220439377,0.24006134444077223,0.07380990543354676,3.0648147878797913e-60,13.2,0.37023593466424687,7.8531,5329.0,0.6745
TOI-4515 b,0.07126316121829412,0.19000777836894434,0.07658812843937007,0.0,12.17,0.35226860254083486,42.2987,5433.0,0.461
CoRoT-20 c,0.07123671084490409,0.26155037398289793,0.08852914462786972,0.8858184669018279,12.2,2.9764065335753176,0.1759,5880.0,0.6
HD 115404 A c,0.0711998075308877,0.14729064619365329,0.06553320510764646,0.6165713926002981,12.5,1.6751361161524503,0.0023,5019.17,0.211
TOI-4582 b,0.07116214071422025,0.1719712799614819,0.07009670353152891,0.0,10.53644186,0.14355716878402905,33.7343,5190.0,0.51
Kepler-419 b,0.07114494883071543,0.19113340216597813,0.10322167013942518,0.0,10.8,0.6352087114337568,37.416,6430.0,0.833
bet Pic b,0.0711354576391916,0.297328049200987,0.14619543730294307,0.7606902760179854,18.49485,0.4355716878402904,0.0885,8038.68,0.105
Kepler-1514 b,0.07090012886544583,0.34789831913187946,0.0956082705561616,0.0023540924437342138,12.419572,0.8747731397459166,3.23,6145.0,0.401
TOI-2537 c,0.07081145213676168,0.2530950908141087,0.06154832505208218,0.6790008904571003,12.7,1.117967332123412,0.0389,4870.0,0.287
CoRoT-20 b,0.07079356353882238,0.15459619525828547,0.08852914462786968,0.0,9.41556,1.6098003629764064,180.8704,5880.0,0.59
HIP 35965 b,0.07065813419313688,0.1353560587000808,0.06064005983863914,0.6141701696295219,12.6,1.2903811252268604,0.0009,4836.0,0.138
HD 168443 c,0.07051153703992805,0.3464010982500495,0.07813752203878178,0.9895284524322095,12.2,3.0127041742286753,0.2987,5491.0,0.21
HD 25015 b,0.07045212992658159,0.18578967180667122,0.06929529304908923,0.6307980974427336,12.5,1.4736842105263157,0.0106,5160.0,0.341
HD 5319 c,0.070279045044144,0.31162989139805286,0.061575038734821355,0.8882739330148336,13.8,0.12704174228675136,2.1721,4871.0,0.183
HATS-10 b,0.06996116183884316,0.08968663084510127,0.0885291446278525,0.0,10.861521,0.12704174228675136,836.8558,5880.0,0.501
HD 99706 b,0.06986602651084588,0.27809500608190907,0.06133461559008789,3.4773630104908523e-07,13.7,0.15154264972776768,3.9282,4862.0,0.25
TIC 279401253 b,0.06980437725482183,0.2860208030795649,0.09042581610299592,2.734164786323671e-90,11.2089807,1.3811252268602543,9.1803,5951.0,0.448
