pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly,mass_est_planet
HIP 9618 c,3.42855926,7.0,0.18148820326678766,11.7,5649.0,0.0,470.31,0.0,0.0,0.0,30.6388169089695,3.4281018922082334e-164,0.222766,0.8195910649781019,0.021199492549633832,7.314478742325063
Kepler-411 d,3.319,15.2,0.4174228675136116,3.9,4974.0,0.128,410.0,0.47339361100689364,0.22197667351667952,0.06432654805790203,63.92733554942579,5.331426699354415e-07,0.20972486,0.8208161068674992,0.021158140869476996,15.261527177078039
Kepler-54 b,2.1,0.98,0.13793103448275862,12.357,3705.0,0.022,453.0,0.4362090539722669,0.07915329868926473,0.03042688465031105,5.350673942969209,3.685094917147119e-187,0.80830574,0.6848798284150718,0.021091101598205493,1.2773793103448277
Barnard c,0.743,,0.8148820326678766,4.7285,3195.0,0.08,400.0,0.5801950297214236,0.22861358532438578,0.016802906448682382,1.4000701382235032,8.847771382568756e-14,1.5924547,0.5097725765368172,0.021076526886288197,0.3342421247604356
GJ 887 c,2.43,,0.45190562613430135,2.5,3688.0,0.17,320.0,0.492287431357305,0.3114306100607212,0.02997275204359262,27.1615893133516,0.3607791516983532,0.79452884,0.6850213733339882,0.021019001287005366,6.48435180217786
TOI-5789 e,3.43,,0.2867513611615245,5.5729,5185.0,0.071,424.0,0.4663449311672691,0.16658007525891885,0.0699631351177905,48.47038368284052,6.593794416083404e-23,0.1416825,0.8206467155973374,0.0207806357738788,11.571451735027225
Kepler-1599 b,1.62,,0.764065335753176,8.196,5767.0,0.0,407.0,0.0,0.0,0.0,13.607055303788215,1.964562340511128e-67,0.38712692,0.763329617361034,0.02071426211774276,3.2484451687840292
GJ 163 c,2.5,,0.43375680580762255,1.2457,3500.0,0.099,305.07,0.58250486730561,0.5551274525058186,0.02495057968691241,28.389316553537533,0.9813969869851081,0.93869495,0.6395511685158708,0.020689007918932655,6.777450090744102
Kepler-1550 b,3.02,,0.33938294010889297,2.305,5991.0,0.0,348.0,0.0,0.0,0.0,39.156101522398956,0.6799872477560469,0.3439258,0.7698724717944685,0.020638532991833363,9.347830664246825
Kepler-1649 c,1.06,,1.0054446460980038,0.75,3240.0,0.0,234.0,0.0,0.0,0.0,5.016079037417973,0.9069044115854307,1.7378553,0.45654657020325323,0.020562101123165817,1.1975006606170602
Kepler-371 c,1.78,,0.6751361161524502,17.063,5666.0,0.0,443.0,0.0,0.0,0.0,15.949238678455716,0.0,0.26722845,0.7832254237062269,0.02054691119117552,3.8076002613430133
Kepler-1554 b,2.9,,0.3575317604355717,1.014,5297.0,0.0,288.0,0.0,0.0,0.0,36.525589197810255,0.9854995668383135,0.44308966,0.742543451590081,0.020508865515834678,8.719842105263158
Kepler-276 c,2.9,16.6,0.16152450090744103,19.793,5693.0,0.0,563.0,0.0,0.0,0.0,16.50140831779245,0.0,0.24757096,0.7817367123154156,0.020402354304347968,3.939421052631579
Kepler-332 c,1.09,,1.0163339382940109,19.986,4955.0,0.0,550.0,0.0,0.0,0.0,5.513209950025439,0.0,0.6207799,0.6932619449044758,0.020268847754566874,1.3161819237749548
Kepler-1341 b,2.99,,0.3448275862068966,1.141,4662.0,0.0,241.0,0.0,0.0,0.0,38.610388929770465,0.9863727507767,0.50502485,0.7172037142472986,0.020223977240822873,9.217551379310347
HD 28109 d,3.11,5.8,0.19963702359346644,17.3745,6189.0,0.0054,561.0,0.3837209552375271,0.05282763238830743,0.0967836725970761,25.1542204478336,0.0,0.25420466,0.77062119640283,0.0201647170217519,6.0051277858439205
tau Cet h,1.19,,1.0834845735027223,8.3829,5310.0,0.23,473.22,0.4751967069636082,0.11647180829013616,0.07330234546133524,7.648076542806632,1.5809198007379504e-71,0.76303387,0.6573491059145777,0.020163983975280596,1.825843780399274
GJ 433 d,2.14,,0.5317604355716878,0.6312,3461.0,0.07,279.71,0.6294132156419914,0.5237553044543288,0.02390874605972906,21.829608694312096,0.9762654410507944,1.1446476,0.5662343040288998,0.02001150667520047,5.2114351941923776
Kepler-1058 b,2.72,,0.3883847549909256,0.77,4644.0,0.0,239.0,0.0,0.0,0.0,32.73840341228933,0.9837991599596494,0.5960902,0.6875253243883316,0.019991955637290042,7.815718098003631
GJ 667 C b,2.25,,0.4972776769509982,5.3902,3350.0,0.2,,0.4286621158050227,0.15621090696540044,0.02094352727466813,23.726579181183713,1.0571609203280962e-20,0.97004765,0.6002651459797465,0.019892499656300223,5.664303539019964
GJ 1132 c,1.52,,0.8257713248638838,2.1053,3090.0,0.19,300.0,0.5537498427900116,0.38523215945549416,0.013997969760110774,12.147283598780708,0.9190748500837134,1.4653398,0.48785268668309556,0.019838685245743126,2.8999503448275865
TOI-1468 c,2.126,4.1,0.4192377495462795,2.13,3376.0,0.111,338.1,0.5415864616891243,0.37748868293334614,0.021638083026123467,16.874805308691766,0.8974726504687245,0.96456796,0.5984198303886592,0.019816941052588702,4.028563017887477
TOI-4364 b,2.01,,0.5771324863883848,13.3328,3528.0,0.29,488.0,0.3545566226096944,0.061208589938776134,0.02569856280386575,19.63144658511358,7.562481924263504e-224,1.0916669,0.568834113163415,0.01978491064974682,4.686662646098002
Kepler-442 b,1.34,,0.9782214156079855,0.66,4402.0,0.04,241.0,0.8070744180336905,0.668838146075802,0.049046321525879275,9.8591658135348,0.9541758214701537,1.0236968,0.5833103397306293,0.01976886468310686,2.3537024609800365
HD 69830 c,3.46,,0.28493647912885667,17.417,5385.0,0.13,567.04,0.3429499574291003,0.04764073013400286,0.07530587166745001,49.43846286290655,0.0,0.06948321,0.794761131604802,0.019746332772100566,11.80256361524501
Kepler-1605 b,1.08,,1.012704174228675,16.734,5280.0,0.0,528.0,0.0,0.0,0.0,5.343705012414057,0.0,0.60172814,0.6720805564884051,0.019642124485859915,1.275715600725953
Kepler-378 b,0.75,,0.8203266787658802,17.819,4661.0,0.0,503.0,0.0,0.0,0.0,1.4496369004994643,0.0,0.86498606,0.609607471707999,0.019546376099473513,0.34607531760435567
GJ 676 A e,2.47,,0.44101633393829404,2.7678,3734.0,0.152,351.55,0.49295180218831935,0.29157527877648476,0.03120158145001427,27.837750867808452,0.09281170953529905,0.7252837,0.6396996370318195,0.01952174096991703,6.645773482758623
Kepler-1678 b,3.30422249,,0.30127041742286753,2.78,5754.0,0.0,329.0,0.0,0.0,0.0,45.52531370615489,0.08670721130898057,0.2863716,0.7351482255539796,0.019466680868991466,10.868368068215648
Teegarden's Star b,1.05,,1.0,1.08,3034.0,0.03,277.0,0.8568971394404677,0.8471691680713791,0.012502003526206052,4.849048260815846,0.9037083664753013,1.7788197,0.39916999929481634,0.019372337124991302,1.1576250000000001
Kepler-1093 c,1.96,,0.5952813067150635,18.1,6166.0,0.0,508.0,0.0,0.0,0.0,18.77496206720648,0.0,0.28599003,0.7257485758090295,0.01923285466204109,4.482192029038112
Kepler-125 c,0.74,,0.8112522686025408,16.81,3810.0,0.0,529.0,0.0,0.0,0.0,1.3770182393995083,0.0,1.182997,0.5253720110320709,0.019214527206017094,0.32873888929219597
K2-118 b,2.54,,0.4246823956442831,4.3,4726.29,0.2,394.64,0.4459084003626855,0.1916383317662927,0.057709301704321724,29.151037606909984,6.344182200444727e-10,0.3813302,0.701628757256683,0.019161325037338417,6.95929759709619
Kepler-140 c,1.8,,0.6660617059891107,9.957,6077.0,0.0,428.0,0.0,0.0,0.0,16.271237717011477,9.977747592038105e-111,0.35011667,0.7070404124999351,0.0191234806406587,3.8844718693284945
Barnard b,0.72,,0.7985480943738658,6.76,3195.0,0.03,438.0,0.6278860333940373,0.18761656012140562,0.016802906448682396,1.248496060248074,3.2417430537690106e-40,1.5933937,0.42739787360121,0.019050867849311832,0.29805647912885663
Kepler-231 c,1.93,24.1,0.17604355716878403,6.267,3767.0,0.0,393.0,0.0,0.0,0.0,5.301279128303721,1.9348078454900405e-32,0.7999449,0.6011514093503708,0.018981043177675502,1.265587166969147
Barnard d,0.694,,0.7840290381125228,10.0441,3195.0,0.04,483.0,0.5592583920271195,0.12115778183994534,0.016802906448682417,1.097739188869705,2.8373808870224487e-113,1.5756547,0.42570714138864313,0.0189118577967083,0.2620659272014519
GJ 338 B b,3.25,,0.308529945553539,3.9278,4014.0,0.109,391.0,0.4555559860737187,0.21309503971928886,0.03868141261953652,44.36454326184406,3.4574866360849667e-07,0.48146468,0.6648327503249309,0.018803590305276122,10.591254537205081
Kepler-388 c,0.86,,0.8874773139745916,16.64,4498.0,0.0,515.0,0.0,0.0,0.0,2.3645103714706974,0.0,0.8334122,0.5842944054939839,0.018749087433778754,0.5644852704174228
Kepler-430 c,1.75,,0.6896551724137931,9.096,5884.0,0.0,458.0,0.0,0.0,0.0,15.482274140535905,3.2608980400764955e-88,0.34145606,0.6906876054147946,0.01867281112640821,3.6961206896551726
Gliese 48 b,2.77,,0.38112522686025413,0.89,3450.0,0.0,271.0,0.0,0.0,0.0,33.93091821479693,0.9844746213013943,1.064223,0.5276296538404993,0.018618506627815886,8.100410036297642
K2-25 b,3.44,24.5,0.6007259528130672,9.91,3207.0,0.428,494.0,0.3193790151044702,0.07348987975661948,0.017123470641661694,102.43310369986762,2.0307089324080141e-109,1.8954964,0.33937007843929007,0.018538241247529955,24.454102185117968
Kepler-1489 b,1.77,,0.6805807622504537,11.893,5655.0,0.0,400.0,0.0,0.0,0.0,15.808405857752895,9.246718975576355e-171,0.2910898,0.6958680781015667,0.018524181758935474,3.7739789019963705
K2-72 e,1.29,,1.0272232304900182,1.2,3360.47,0.11,286.34,0.6859482080061213,0.6476752543723833,0.0212232195330438,9.2368219572636,0.951858143713432,1.4229735,0.4437591265818784,0.018519180359811344,2.205128809437387
Kepler-1690 b,2.81109223,,0.3720508166969147,1.2,5404.0,0.0,267.0,0.0,0.0,0.0,34.61913049016424,0.984676114948132,0.4108202,0.6684827451423436,0.018505968637765366,8.264708614579483
Kepler-1025 b,1.98,,0.5880217785843921,17.952,6089.0,0.0,1654.0,0.0,0.0,0.0,19.11954669764277,0.0,0.26522738,0.6952356946264071,0.018366691597603298,4.5644555499092565
HD 219134 g,3.28,,0.30490018148820325,2.2009,4913.0,0.0,339.34,0.0,0.0,0.0,45.06795202233463,0.8410158668354034,0.34455505,0.6748281326405106,0.01829882551029748,10.759181009074407
Kepler-124 d,1.11,,1.029038112522686,10.499,4984.0,0.0,428.0,0.0,0.0,0.0,5.895070533268197,3.039418631774568e-126,0.6469779,0.6003070997364107,0.018120941879268965,1.4073444228675138
GJ 180 b,2.43,,0.45190562613430135,1.5359,3371.0,0.07,344.43,0.6053173451697705,0.5161326439127892,0.021504514612382057,27.1615893133516,0.9806994121485028,0.9832276,0.5238101859832477,0.018079944815835112,6.48435180217786
HD 224018 d,2.4,4.2,0.308529945553539,4.7348,5784.0,0.04,411.0,0.56377898735543,0.22249044476466984,0.0859646310840194,17.865684363819238,9.716043893335576e-14,0.22272184,0.689280848961161,0.017986668933015336,4.265117967332123
HD 190360 d,3.48,11.9,0.2813067150635209,7.7173,5560.0,0.058,459.21,0.4560266627195948,0.1255934047671577,0.07998076614840109,49.65996858244416,1.626906887006892e-57,0.109849736,0.7140146142684065,0.017977141518008697,11.855444210526317
Kepler-1881 b,2.98104391,,0.3448275862068966,1.5,5135.0,0.0,289.0,0.0,0.0,0.0,38.264472508304365,0.9861666180677429,0.37966204,0.6516748858166237,0.01792064284150046,9.134969916750864
Kepler-888 b,1.76,,0.6860254083484574,7.854,5875.0,0.0,417.0,0.0,0.0,0.0,15.666313526372127,2.8451936690550766e-60,0.3497071,0.6580138049489811,0.017912564115794873,3.7400568566243195
GJ 3293 e,1.63,,0.7549909255898367,3.34,3466.0,0.21,370.79,0.5064318206292375,0.25890314339615145,0.02404231447347149,13.695981297661243,0.0007327972804933027,1.1447675,0.48032421209261383,0.017894194413190637,3.269674686025408
Kepler-1538 b,2.82,,0.3720508166969147,1.989,5837.0,0.0,346.0,0.0,0.0,0.0,34.949277047746776,0.9849116117978881,0.34861147,0.6562751423120655,0.017863688946089706,8.343525299455534
TOI-4336 A b,2.137,3.33,0.33938294010889297,1.53,3307.0,0.0,309.4,0.0,0.0,0.0,13.873696302168435,0.9428576476977795,1.1098646,0.483765571889358,0.01778753313463146,3.3121010181687844
Kepler-1251 b,1.84,,0.6460980036297641,13.78,5545.0,0.0,487.0,0.0,0.0,0.0,16.859336442055245,8.345099026140076e-242,0.25319737,0.6724687065415738,0.01773940414709144,4.02487009800363
TOI-6002 b,1.65,,0.7459165154264974,1.6823,3229.0,0.15,321.4,0.5859579509539895,0.46700383043608046,0.017711171662124364,14.03558972895801,0.965265237343999,1.2848818,0.4425549417710085,0.017731823624420787,3.3507502268602543
Kepler-1936 b,3.16615594,,0.32123411978221417,9.4,6501.0,0.0,524.0,0.0,0.0,0.0,42.70779798665523,7.358774626430132e-96,0.3064627,0.6590482659304713,0.017700797352204357,10.195735737219414
Kepler-174 d,2.19,,0.515426497277677,0.53,4880.0,0.0,212.0,0.0,0.0,0.0,22.677109389951777,0.9770403567577406,0.6855825,0.5742788490307611,0.017691071261545635,5.4137610816696915
HIP 54373 b,2.87,,0.3629764065335753,15.0984,4021.0,0.2,580.66,0.33667529289013454,0.05290725894575453,0.038868408398775464,35.9428653823958,8.897745997117391e-299,0.47889766,0.6201116861945652,0.017686982556625465,8.58072704174229
55 Cnc B c,2.16,,0.5245009074410164,0.4613,3286.0,0.0,230.04,0.0,0.0,0.0,22.140942632081188,0.9765186865411027,1.3734812,0.4185845057455207,0.017626991629390673,5.285760696914702
Kepler-930 b,2.13,,0.5353901996370236,16.851,6335.0,0.0,561.0,0.0,0.0,0.0,21.67194234972401,0.0,0.29464573,0.6578228259214247,0.017605749703884236,5.173795127041742
K2-88 b,1.23,,1.0925589836660616,7.8,3537.0,0.26,464.6,0.44706312491286543,0.11801245271631781,0.025938985948601643,8.51625851203296,3.4558001162065406e-59,1.3817768,0.41435899415819993,0.017568334740930336,2.033106958257713
Kepler-1499 b,1.19,,1.0707803992740472,7.371,5097.0,0.0,409.0,0.0,0.0,0.0,7.55840060344374,7.243851144989311e-51,0.63851345,0.577010185488282,0.017500153227330926,1.804435226860254
Kepler-69 c,1.71,,0.7114337568058077,2.687,5638.0,0.14,299.0,0.5876356051498139,0.3438147925489459,0.0820644334027735,14.900862549177393,0.14638246454729414,0.44954187,0.6164829747801875,0.01743645583581093,3.557318896551724
Kepler-220 d,0.98,,0.958257713248639,8.208,4632.0,0.0,401.0,0.0,0.0,0.0,3.777888708645207,9.865011770866213e-68,0.7841955,0.5419432526631877,0.017434952380815362,0.9019044936479129
Kepler-171 d,1.89,,0.6243194192377496,15.103,5642.0,0.0,497.0,0.0,0.0,0.0,17.65553432529008,5.416261248844686e-299,0.2381802,0.6612537001425624,0.01738052191879204,4.214948341197822
Kepler-332 d,1.18,,1.0689655172413792,7.253,4955.0,0.0,427.0,0.0,0.0,0.0,7.356958854492012,1.0886535186648328e-48,0.6613109,0.5660984675745303,0.017356226368479805,1.7563445517241376
Kepler-438 b,1.12,,1.0362976406533575,1.4,3748.0,0.03,288.0,0.8464670216156628,0.7301159363647832,0.031575573008492404,6.098558396003643,0.9241448242738329,1.2641251,0.42581612773699884,0.017205269725977086,1.4559235716878407
TOI-700 c,2.6,,0.411978221415608,2.64,3459.0,0.068,356.0,0.5548926939408995,0.34056117960878657,0.023855318694232217,30.330733388615087,0.19089842184548272,0.8280857,0.5198042740953295,0.01712996620973994,7.240929219600726
TOI-178 f,2.417,5.63,0.4022638838475499,0.6071,4316.0,0.00045,521.0,0.4085771079416295,0.3314763443817713,0.04674894480952234,23.79192613812401,0.9743448482871703,0.76234084,0.5316204945336136,0.017060551860937606,5.679903975839556
Kepler-1229 b,1.4,,0.9237749546279492,0.524,3784.0,0.0,212.0,0.0,0.0,0.0,10.617906576886263,0.9566722641015678,1.3272055,0.40590410945104627,0.01706047622552965,2.5348384754990922
Kepler-215 e,1.75,,0.6896551724137931,7.444,5739.0,0.0,405.0,0.0,0.0,0.0,15.482274140535905,3.1685031440790827e-52,0.3419968,0.623537159712102,0.017020295564916674,3.6961206896551726
Kepler-1996 c,2.81,,0.3738656987295826,1.38,4580.0,0.0,276.0,0.0,0.0,0.0,34.74747015184204,0.9848286211573916,0.49469241,0.5884849656979299,0.016993939629529463,8.295347451905627
TOI-2076 d,3.27,7.3,0.2032667876588022,16.5,5187.0,0.027,490.0,0.4200550777980543,0.06075766940425388,0.07001656248328561,29.77133373013737,0.0,0.14600256,0.6634855953806692,0.016929793008411822,7.107382388384757
Kepler-1512 b,1.18,,1.0689655172413792,1.6,4372.0,0.0,322.0,0.0,0.0,0.0,7.356958854492012,0.9388431669582133,0.9965146,0.4741972770006229,0.016929723239057004,1.7563445517241376
HD 216520 b,3.18,,0.3176043557168784,9.0089,5103.0,0.09,482.1,0.42294073610676236,0.10243168369690082,0.06777261313243109,42.781540526714664,4.532355818053042e-86,0.100255765,0.6728266231919507,0.016909080793137854,10.21334047186933
TOI-4438 b,2.4,4.11,0.29945553539019965,6.0,3501.0,0.07,446.0,0.4682809066989674,0.1565257834214268,0.024977293369660234,17.340223059001023,1.5278457900784856e-28,0.7320019,0.5318273013475164,0.016899189233989722,4.1396733212341195
GJ 667 C f,1.45,,0.883847549909256,0.5633,3350.0,0.03,,0.7805780564122738,0.5988878051523532,0.020943527274668746,11.286777880287813,0.9587360525066468,1.4942086,0.3605546363548954,0.016858758504860738,2.694519736842105
Kepler-383 c,1.24,,1.0834845735027223,6.44,4710.0,0.0,406.0,0.0,0.0,0.0,8.653193135100102,5.388974044502042e-35,0.69557416,0.5365938843619633,0.016816832590477743,2.0657976914700544
GJ 273 b,1.51,,0.8366606170598911,1.06,3382.0,0.1,292.47,0.6832987697743063,0.6897160297864889,0.021798365122614335,12.066151605498609,0.9607478797981196,1.2934208,0.4030494176208006,0.01680473136705664,2.8805815081669692
Kepler-965 b,3.38,,0.29401088929219604,4.98,5886.0,0.0,393.0,0.0,0.0,0.0,47.55565041090551,3.7015988407332426e-16,0.22885513,0.6363138334019321,0.01671450697105224,11.353075252268603
BD+20 594 b,2.57807,22.2481,1.4319419237749547,15.1513,5766.0,0.0,546.0,0.0,0.0,0.0,102.7775188560079,3.494014969006627e-301,0.42698994,0.5892246799872757,0.01664071175809506,24.53632524698121
GJ 251 c,1.8,,0.6642468239564429,0.404,3342.0,0.0,216.0,0.0,0.0,0.0,16.22690191941744,0.969116474426619,1.4574795,0.3591876449272278,0.01662353616646843,3.8738874773139753
LHS 1678 c,0.941,1.4,1.9237749546279492,13.5,3490.0,0.039,510.9,0.5287136952629606,0.08737413630462183,0.024683442859432716,6.714470127423908,1.7244610007258463e-230,1.5139751,0.3460821945158274,0.016610418930285583,1.602961666533575
Kepler-1540 b,2.49,,0.4373865698729583,0.849,4540.0,0.0,266.0,0.0,0.0,0.0,28.284733705718782,0.9814107882840746,0.6189364,0.5446832510217595,0.016595772872084233,6.752482774954631
Kepler-1185 b,1.33,,0.987295825771325,9.31,5622.0,0.0,355.0,0.0,0.0,0.0,9.729506959408015,1.4170811366030318e-93,0.52295244,0.5657481312290754,0.016588455573080786,2.3227486896551732
Kepler-782 b,3.21,,0.3139745916515427,3.987,5867.0,0.0,350.0,0.0,0.0,0.0,43.50089684775247,1.3679191198593316e-07,0.24944532,0.6263050677412173,0.016580730093871635,10.38507414337568
Kepler-399 c,1.43,,0.8965517241379312,15.69,5502.0,0.0,630.0,0.0,0.0,0.0,10.981763124053886,0.0,0.41945904,0.586437174046546,0.01653067068562134,2.6217028275862067
TOI-1266 b,2.52,4.46,0.279491833030853,4.72,3563.0,0.039,415.0,0.5245239501976958,0.21128372350787264,0.026633541700054473,18.735244004097662,1.3417946355810177e-13,0.73360527,0.5163788485062629,0.016527130397361423,4.472710039927406
K2-72 c,1.16,,1.0544464609800364,2.2,3360.47,0.11,333.81,0.6421900344395002,0.4279641609820459,0.021223219533043933,6.894251313357239,0.7957907819035631,1.3843088,0.37110969854922404,0.016515987458560904,1.6458812631578945
Kepler-560 b,1.72,,0.7078039927404719,2.46,3556.0,0.17,298.0,0.5448653791265311,0.34329459196017703,0.026446545920818236,15.086446541898932,0.41494618754352613,1.0237869,0.44822944415771343,0.016439164699731425,3.6016238112522685
Kepler-1883 b,3.25107395,,0.308529945553539,7.08,6208.0,0.0,416.0,0.0,0.0,0.0,44.408538074622655,1.460599874880645e-45,0.25031465,0.6185945078179231,0.016395408848750244,10.601757525091253
Kepler-1840 b,2.77771129,,0.37749546279491836,1.3,4898.0,0.0,284.0,0.0,0.0,0.0,33.88922657691142,0.9843223814653498,0.44040045,0.5754381147019889,0.016374406789729977,8.090456890915027
Kepler-1126 b,1.73,,0.7005444646098004,4.55,5798.0,0.0,374.0,0.0,0.0,0.0,15.193667726976054,4.893473980976821e-12,0.40689176,0.5823212077639844,0.016360245130905032,3.6272209836660614
Kepler-1498 b,1.33,,0.987295825771325,9.86,5256.0,0.0,564.0,0.0,0.0,0.0,9.729506959408015,4.54203710702048e-108,0.5172119,0.5572088720520273,0.016346437728432285,2.3227486896551732
Kepler-1672 b,2.97022762,,0.3466424682395644,4.4,6131.95,0.0,423.0,0.0,0.0,0.0,38.04867823113485,9.722425404532395e-11,0.2838536,0.6087567680189306,0.016336894388382577,9.083452827897158
TRAPPIST-1 c,1.097,1.308,0.991650272232305,2.214,2566.0,0.00654,339.7,0.7280731618319239,0.4873860334592026,0.0,5.483615905703655,0.7609049679833285,2.0237298,0.21938399023894375,0.01628376474614747,1.309116866115116
Kepler-1232 b,1.93,,0.6079854809437387,14.6,5471.0,0.0,523.0,0.0,0.0,0.0,18.30854131939945,1.5609990413997524e-276,0.22266252,0.6169665359473602,0.016203554481193316,4.370842277676951
Kepler-367 c,1.2,,1.0798548094373865,3.761,4710.0,0.0,357.0,0.0,0.0,0.0,7.816236909170915,3.867176423090513e-06,0.7725641,0.4937286767244566,0.016182484359841917,1.8659891107078037
LHS 1903 d,2.5,5.96,0.3793103448275862,6.35,3664.0,0.112,442.0,0.4438450046394143,0.14233990504239172,0.02933162365763325,24.82580401543658,1.3097205833709283e-33,0.62091285,0.5262389633653419,0.016151903764391753,5.926724137931034
Kepler-344 c,2.95,,0.3502722323049002,2.673,5774.0,0.0,360.0,0.0,0.0,0.0,37.66694235242357,0.16108362490234168,0.2928897,0.5990298853509111,0.01614667290343607,8.992320099818514
TOI-1266 c,1.98,3.17,0.40834845735027225,2.42,3563.0,0.071,346.0,0.5808627767633927,0.3709222563113653,0.026633541700055163,13.277462984474147,0.4671191761519038,0.8450736,0.4746725943438237,0.016110527037016976,3.1697607985480944
YZ Cet d,1.03,,0.9945553539019965,2.7,3151.0,0.07,356.7,0.6790716615891716,0.3951893472331521,0.01562750440775736,4.552282897368201,0.1264639122972833,1.5322714,0.31889308205063027,0.016040502041070777,1.0867774882032668
TOI-700 b,0.914,,0.9201451905626136,4.98,3459.0,0.075,417.0,0.6086230840944339,0.2278376124404405,0.023855318694233817,2.9429545630916754,3.182608099065846e-16,1.3057183,0.36780192554164726,0.016003236074817045,0.702578649016334
GJ 1061 c,1.19,1.81,1.0707803992740472,1.4,2953.0,0.02,304.12,0.8533399702592815,0.7446573102032187,0.010338195223593711,7.55840060344374,0.9407077592891748,1.7524536,0.2680069514991235,0.015994066423304358,1.804435226860254
Kepler-1362 b,2.6,,0.411978221415608,1.011,4857.0,0.0,248.0,0.0,0.0,0.0,30.330733388615087,0.9825404012667919,0.50469154,0.5445478860343795,0.01596560645377617,7.240929219600726
Kepler-1177 b,1.9,,0.6206896551724138,11.862,5712.0,0.0,377.0,0.0,0.0,0.0,17.83297987114956,1.0745428905643633e-169,0.2557606,0.5998747304489408,0.01596378435083748,4.2573103448275855
G 261-6 b,1.1,,1.0272232304900182,1.8,2907.0,0.0,322.3,0.0,0.0,0.0,5.727056888593483,0.9188550858032594,1.7969942,0.25620257743081265,0.01594743107728581,1.3672341197822147
Wolf 1061 c,1.66,,0.7441016333938294,1.3,3342.0,0.11,299.3,0.6404872483110335,0.5870772852844452,0.020729817812682193,14.257557484978877,0.9659278418206871,1.217942,0.3816466998367326,0.015862952260736436,3.4037411252268597
K2-129 b,1.04,,0.9927404718693285,4.5,3459.09,0.13,419.19,0.5707567158154594,0.2302885293582948,0.023857722925681297,4.677613720126153,1.2501660402162308e-11,1.2830379,0.3664080870663985,0.01584443231440465,1.1166980181488204
Kepler-289 e,2.94,17.4,0.52994555353902,1.58,5990.0,0.0,286.0,0.0,0.0,0.0,56.410747308634114,0.9954800684210462,0.41674632,0.5567091966179877,0.015782892979579827,13.467073916515426
Kepler-987 b,3.26,,0.308529945553539,3.853,5637.0,0.0,351.0,0.0,0.0,0.0,44.775323473123294,1.0718229652580126e-06,0.23157033,0.5904046596212265,0.015597590301273523,10.689321088929217
Kepler-1052 c,2.3,,0.4827586206896552,1.96,5818.0,0.0,302.0,0.0,0.0,0.0,24.6037981345829,0.9786564374477399,0.39156386,0.5521654744384799,0.015532705921866606,5.873724137931034
K2-95 b,3.31,,0.30308529945553536,8.4172,3566.0,0.16,474.0,0.36651712762639377,0.09523308447219006,0.026713682748299654,46.04022770879793,2.8661517566009776e-72,0.6739689,0.48324651287538584,0.015383100227474014,10.991294731397458
Kepler-386 c,1.58,,0.7894736842105263,16.657,5178.0,0.0,513.0,0.0,0.0,0.0,13.04360168701691,0.0,0.3482335,0.5553505696463596,0.015373487748562094,3.11393052631579
Kepler-1496 b,2.22,,0.5063520871143375,18.383,6182.0,0.0,535.0,0.0,0.0,0.0,23.205991940484335,0.0,0.23602387,0.5773233228029568,0.015299527070991628,5.54002249001815
Kepler-159 c,3.41,,0.2885662431941924,4.791,4625.0,0.0,275.0,0.0,0.0,0.0,47.92887903025806,2.9050223103389275e-14,0.3010063,0.5626318259878303,0.015293872768223539,11.442177021778587
Kepler-1092 b,2.07,,0.5553539019963702,17.016,5862.0,0.0,508.0,0.0,0.0,0.0,20.633337086744156,0.0,0.20985608,0.5827122022940262,0.01528880567092577,4.92584638475499
K2-17 b,2.23,,0.5027223230490019,4.91,4320.0,0.18,487.0,0.4589802305984561,0.17794515595080873,0.046855799540517044,23.352391807810356,1.903569453852434e-15,0.4759596,0.5221619482770762,0.015256074399187797,5.574972883847551
Kepler-367 b,1.3,,1.0163339382940109,5.985,4710.0,0.0,401.0,0.0,0.0,0.0,9.35308959120289,2.465952188066438e-28,0.6568441,0.4802574676877512,0.015215451024442267,2.2328856624319418
Kepler-519 b,2.1,,0.544464609800363,19.87,5260.0,0.0,532.0,0.0,0.0,0.0,21.12108135382583,0.0,0.17230427,0.587687856096227,0.015205435984993455,5.0422867513611624
GJ 273 c,1.06,,0.987295825771325,6.66,3382.0,0.17,462.26,0.5063115216506276,0.1510686172398799,0.021798365122614887,4.925536094504292,1.7082775953634164e-38,1.324236,0.33043193819706723,0.015183542978035196,1.1758851252268605
Kepler-985 b,2.98,,0.3448275862068966,2.4,5434.0,0.0,323.0,0.0,0.0,0.0,38.22428791484948,0.5199854125125787,0.29030073,0.5601085894887134,0.015172928176188212,9.125376551724138
Kepler-311 d,2.05,,0.5626134301270418,2.71,5903.0,0.0,327.0,0.0,0.0,0.0,20.303003404778963,0.12976320407639128,0.3975554,0.5358581436735411,0.01516354989727152,4.846985027223229
HD 20781 d,3.25,,0.308529945553539,18.0638,5256.0,0.11,570.19,0.35759010518087647,0.04800676359841173,0.07185980659292043,44.36454326184406,0.0,0.052470595,0.6114213938875386,0.015133053482789703,10.591254537205081
