pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"Kepler-1178 b",1.07000000,,5.560000,23.2370,4990.00,0.000000,378.00
"KMT-2019-BLG-0371L b",12.60000000,2.44727873390000e+03,6.720000,,,,
"EPIC 201170410.02",1.04700000,,5.510000,10.3359,3648.00,0.000000,500.03
"K2-407 b",1.28300000,,5.700000,,5563.00,,
"K2-155 d",1.90000000,,3.420000,1.6700,4258.00,,381.00
"K2-340 b",3.36000000,,1.620000,,5532.00,,606.00
"HD 158038 b",13.50000000,,1.090000,5.2889,4860.00,0.290000,405.91
"K2-255 b",2.90000000,,1.970000,215.9107,4676.00,,1034.00
"Kepler-1678 b",3.30422249,,1.660000,2.7800,5754.00,0.000000,329.00
"TIC 434398831 b",3.51000000,,1.540000,333.6313,5638.00,0.040000,1250.00
"Kepler-432 c",13.30000000,,1.800000,,4995.00,0.498000,
"HD 224018 b",0.91000000,4.10000000000000e+00,17.100000,146.7499,5784.00,0.060000,968.00
"HD 102843 b",13.10000000,,0.278000,0.0438,5436.00,0.110000,127.34
"Kepler-1334 b",2.29000000,,2.680000,78.3550,5614.00,0.000000,710.00
"Gl 378 b",3.66000000,,1.460000,38.5823,3879.00,0.109000,830.00
"Kepler-480 b",2.78000000,,2.080000,764.0780,6322.00,0.000000,1312.00
"HD 28185 b",12.80000000,,4.870000,0.9073,5602.00,0.063000,271.95
"tau Boo b",12.80000000,1.89100000000000e+03,4.950000,1333.7826,6466.27,0.011000,1682.02
"Kepler-1644 b",1.88000000,,3.470000,31.8600,5499.00,0.000000,606.00
"Kepler-1209 b",1.51000000,,4.610000,63.2460,6210.00,0.000000,755.00
"Kepler-1953 b",1.28574667,,5.690000,67.6200,4858.00,0.000000,731.00
"Kepler-384 b",1.12000000,,5.710000,101.5490,5577.00,0.000000,670.00
"Kepler-1249 b",2.38000000,,2.550000,98.3360,6202.00,0.000000,647.00
"TOI-2641 b",18.10250383,1.22681765102000e+02,0.092000,602.0000,6100.00,0.180000,1387.00
"Kepler-303 b",0.89000000,,4.990000,145.4360,3944.00,0.000000,802.00
"HATS-65 b",16.82470900,2.60938430000000e+02,0.300000,1178.0000,6277.00,0.062000,1634.00
"Kepler-255 c",2.99000000,,1.900000,83.2640,5573.00,0.000000,807.00
"Kepler-357 d",3.43000000,,1.580000,4.6190,5036.00,0.000000,402.00
"Kepler-1674 b",3.20577490,,1.730000,7.1300,5473.91,0.000000,417.00
"Kepler-1238 b",1.93000000,,3.350000,1195.2010,6386.00,0.000000,1389.00
"HD 192263 b",14.20000000,,0.342000,15.0597,4976.00,0.050000,486.00
"K2-35 c",1.93000000,,3.350000,68.0000,4402.71,0.120000,766.00
"HD 190360 c",5.53000000,2.62000000000000e+01,0.851000,69.1705,5560.00,0.163000,794.55
"Kepler-1940 b",1.54732469,,4.460000,145.2300,5431.00,0.000000,885.00
"HD 51608 c",3.87000000,,1.360000,3.9287,5358.00,0.140000,400.69
"Kepler-1786 b",3.16305828,,1.750000,10.7000,5808.00,0.000000,501.00
"TOI-2267 d",1.77000000,,3.750000,5.3000,3022.00,,422.00
"K2-121 b",7.16000000,5.10000000000000e+01,0.700000,62.5000,4526.00,0.220000,716.00
"K2-252 b",1.74000000,,3.840000,36.0315,5152.00,,639.00
"Kepler-850 b",1.78000000,,3.720000,329.2830,5932.00,0.000000,995.00
"K2-119 b",2.53000000,,2.350000,54.9000,4740.00,0.070000,666.00
"Kepler-265 d",2.49000000,,2.410000,18.9410,5835.00,0.000000,554.00
"GJ 876 c",14.00000000,2.26984600000000e+02,0.455000,0.7384,3293.74,0.255910,241.66
"PSR J2322-2650 b",13.90000000,,1.840000,,,0.001700,
"Kepler-1962 b",1.21463929,,5.980000,155.9500,5700.00,0.000000,901.00
"MASCARA-1 b",17.90074218,1.17597100000000e+03,1.500000,38711.5000,7490.00,0.000340,2594.30
"Kepler-266 b",2.48000000,,2.420000,230.4030,5885.00,0.000000,1066.00
"Kepler-856 b",9.30000000,,0.432000,153.4970,5535.00,0.000000,824.00
"TOI-1266 d",1.74000000,3.68000000000000e+00,3.840000,1.3000,3563.00,0.087000,288.00
"Kepler-691 b",2.09000000,,3.020000,12.9950,3715.00,0.000000,460.00
"HD 113996 b",12.70000000,,5.370000,113.6719,4181.00,0.280000,798.69
"HD 147379 b",4.94000000,,0.985000,0.7847,4090.00,0.063000,276.66
"HAT-P-2 b",10.65975900,2.86681223114000e+03,7.290000,588.5180,6380.00,0.517200,1540.00
"TOI-4127 b",12.07000000,7.43718472380000e+02,2.170000,22.3000,6096.00,0.748400,556.00
"HD 136352 c",2.91600000,1.12400000000000e+01,2.497668,35.1000,5664.00,0.000000,677.00
"OGLE-2017-BLG-1237L b",13.00000000,1.20774794660000e+03,3.020000,,,,
"K2-213 b",1.51398464,,4.590000,,5794.00,,
"HD 142415 b",13.50000000,,1.190000,1.0219,5940.00,0.500000,283.72
"Kepler-1279 b",1.75000000,,3.800000,190.8510,6221.00,0.000000,738.00
"Kepler-1083 b",3.36000000,,1.620000,10.1480,5049.00,0.000000,448.00
"Kepler-79 d",7.15000000,5.30000000000000e+00,0.080000,33.8740,6389.00,0.051000,592.00
"Kepler-724 b",3.29000000,,1.670000,339.4010,5437.00,0.000000,1155.00
"CHXR 73 b",12.30000000,3.99448600000000e+03,11.800000,,3099.00,,
"Kepler-190 b",1.56000000,,4.410000,417.2380,5106.00,0.000000,1166.00
"WASP-10 b",12.10600000,1.00112000000000e+03,4.140000,174.0323,4675.00,0.047300,1370.00
"Kepler-1661 b",3.87000000,1.70000000000000e+01,1.600000,0.8800,5100.00,0.057000,243.00
"HD 213885 c",4.71000000,,1.050000,426.5327,5978.00,0.000000,1265.40
"TOI-1438 b",3.04000000,9.40000000000000e+00,1.800000,145.0000,5230.00,0.000000,971.00
"HD 192699 b",13.40000000,,1.520000,9.0351,5041.00,0.082000,495.11
"Kepler-112 c",2.40000000,,2.520000,24.2550,5544.00,0.000000,538.00
"NGTS-17 b",13.89913607,2.42820902948000e+02,0.500000,1160.0000,5650.00,0.000000,1457.00
"K2-15 b",2.48000000,,2.420000,48.0000,5131.00,,676.00
"Kepler-377 b",1.39000000,,5.140000,139.1120,5949.00,0.000000,875.00
"Kepler-54 d",1.53000000,1.20946000000000e+01,9.200000,3.4250,4252.00,0.000000,328.00
"HD 111998 b",12.90000000,1.52557635360000e+03,3.910000,0.8918,6557.00,0.130000,275.49
"HD 103891 b",13.20000000,9.18524096230000e+02,2.190000,0.5714,6072.00,0.310000,241.25
"MOA-2016-BLG-526L b",3.97000000,1.49379351290000e+01,1.310000,,,,
"TOI-1694 c",13.80000000,,0.662000,0.4016,5005.00,0.111000,222.00
"NGTS-5 b",12.73342400,7.27830700000000e+01,0.194000,101.2530,4987.00,0.000000,952.00
"HD 115404 A c",12.50000000,3.27967133183300e+03,9.230000,0.0023,5019.17,0.211000,61.22
"K2-87 b",7.60000000,,0.562000,85.0000,5747.00,,979.00
"Qatar-1 b",12.81188700,4.11272020000000e+02,1.076000,382.3280,5013.00,0.000000,1418.00
"WASP-8 c",12.50000000,,8.450000,0.0314,5690.00,0.000000,116.99
"OGLE-2013-BLG-1721L b",14.10000000,2.00000000000000e+02,0.392000,,,,
"K2-136 c",3.00000000,1.81000000000000e+01,3.690000,11.9100,4500.00,0.047000,470.00
"Kepler-983 b",2.36000000,,2.580000,30.9970,6052.00,0.000000,485.00
"Kepler-887 b",1.84000000,,3.560000,109.8420,6194.00,0.000000,785.00
"Kepler-1948 b",1.03283226,,5.440000,5.9800,3872.00,0.000000,399.00
"Kepler-39 b",13.90000000,6.38810000000000e+03,13.000000,90.2200,6350.00,0.112000,897.00
"HD 101930 b",10.60000000,,0.367000,5.4444,5108.00,0.110000,417.04
"K2-50 b",1.59000000,,4.310000,18.8000,4326.00,,580.53
"Kepler-196 c",2.24000000,,2.760000,6.8800,5128.00,0.000000,407.00
"Kepler-444 c",0.49700000,,3.550000,165.7300,5046.00,0.310000,868.00
"Kepler-321 c",2.32000000,,2.640000,80.1030,5740.00,0.000000,752.00
"Kepler-1828 b",2.11598626,,2.980000,96.2700,5806.00,0.000000,799.00
"Kepler-76 b",15.24424000,6.38838300000000e+02,1.100000,3583.6730,6409.00,0.000000,2140.00
"TIC 434398831 c",5.63000000,,0.831000,166.3776,5638.00,0.013000,1050.00
"Kepler-535 b",2.36000000,,2.580000,601.8910,6123.00,0.000000,1247.00
"HD 105618 c",11.90000000,8.41959232983700e+03,27.500000,0.0012,5671.00,0.126000,51.64
"TOI-3082 b",3.66210000,,1.450000,131.6480,4263.00,,1032.78
"Kepler-1037 b",1.28000000,,5.710000,1015.4340,5105.00,0.000000,1650.00
"Kepler-107 b",1.53600000,3.80000000000000e+00,5.800000,1073.0000,5854.00,0.100000,1592.00
"Kepler-378 c",0.70000000,,4.340000,8.1660,4661.00,0.000000,414.00
"OGLE-2018-BLG-0962L b",13.60000000,4.25890065380000e+02,0.930000,,,,
"Kepler-347 d",3.04000000,,1.850000,12.7500,5592.00,0.000000,482.00
"Kepler-1645 b",1.78000000,,3.720000,138.5380,5812.00,0.000000,754.00
"WISPIT 2 b",17.93436912,1.54146777395000e+03,1.470000,0.0002,4400.00,,33.46
"K2-157 d",5.16000000,,0.932000,6.4600,5334.00,0.500000,429.10
"HD 88072 b",12.60000000,2.51179790052100e+03,6.900000,0.0056,5785.33,0.156000,76.03
"KMT-2017-BLG-2197L b",12.50000000,2.80960311788000e+03,7.900000,,,,
"Kepler-965 b",3.38000000,,1.620000,4.9800,5886.00,0.000000,393.00
"Kepler-404 b",1.27000000,,5.770000,44.5340,5654.00,0.000000,730.00
"BD+20 2457 c",12.40000000,,11.400000,366.1069,4137.00,0.180000,984.96
"HD 164922 c",3.66000000,,1.460000,6.2900,5390.00,0.120000,400.50
"TOI-6303 b",11.59000000,2.49300000000000e+03,8.820000,14.2800,3977.00,0.020000,541.00
"Kepler-1530 b",1.64000000,,4.150000,353.5610,5477.00,0.000000,1484.00
"WASP-167 b",17.71022000,2.54264000000000e+03,,3208.4100,7000.00,,2329.00
"HD 330075 b",14.30000000,,0.287000,292.3345,5000.00,0.000000,990.00
"HD 35759 b",13.00000000,,2.990000,22.7689,6060.00,0.389000,621.56
"Kepler-360 c",2.10000000,,3.000000,146.5000,6053.00,0.000000,860.00
"K2-412 b",2.11600000,,2.980000,243.5180,5590.00,,1100.64
"Kepler-1996 c",2.81000000,,2.060000,1.3800,4580.00,0.000000,276.00
"Kepler-1441 b",1.31000000,,5.550000,33.0460,5802.00,0.000000,682.00
"Kepler-498 b",3.03000000,,1.860000,202.7750,5744.00,0.000000,931.00
"EPIC 201615463 c",1.22000000,,5.990000,,5960.00,,
"CoRoT-28 b",10.70459500,1.53829720000000e+02,0.690000,672.7522,5150.00,0.047000,1349.25
"OGLE-TR-211 b",15.24400000,3.27351000000000e+02,0.420000,710.2804,6325.00,0.000000,1686.00
"K2-247 b",2.12000000,,2.960000,142.1387,4667.00,,979.00
"Kepler-1324 b",1.51000000,,4.610000,98.4140,4776.00,0.000000,895.00
"TOI-3919 b",12.31866979,1.23317421916000e+03,3.630000,184.3220,6100.00,0.259000,1198.00
"HIP 67851 c",12.70000000,2.20477565935900e+03,5.910000,0.7091,4840.00,0.300000,255.43
"Kepler-354 c",1.31000000,,5.550000,14.4040,4648.00,0.000000,508.00
"TOI-5789 d",1.91000000,,3.380000,15.2098,5185.00,0.096000,545.00
"HD 104985 b",12.80000000,,4.630000,115.1548,4738.00,0.047000,901.01
"CoRoT-22 b",4.88000000,1.22000000000000e+01,0.249000,121.8837,5939.00,0.077000,885.00
"TIC 198190129 b",2.92284949,,1.950000,,4377.53,,
"K2-325 b",2.20000000,,2.830000,5.0999,3287.00,,423.00
"Kepler-320 c",1.37000000,,5.240000,101.6190,6435.00,0.000000,1002.00
"Kepler-879 b",2.57000000,,2.310000,29.1280,5792.00,0.000000,580.00
"K2-368 d",1.94800000,,3.310000,,4663.00,,
"Kepler-1933 b",1.17984089,,5.890000,250.5000,5661.00,0.000000,1058.00
"OGLE-2018-BLG-1011L b",13.50000000,5.70000000000000e+02,1.270000,,,,
"TOI-2537 b",11.25381662,4.15401727949000e+02,1.600000,7.4445,4870.00,0.364000,338.00
"Kepler-1641 b",3.11000000,,1.800000,82.8280,6152.00,0.000000,908.00
"GJ 687 b",4.32000000,,1.170000,0.8010,3413.00,0.170000,263.65
"Kepler-23 b",1.63800000,2.56000000000000e+00,3.186870,446.1070,5828.00,0.017000,1157.00
"Kepler-1173 b",0.89000000,,4.990000,1462.0980,5252.00,0.000000,1650.00
"Kepler-367 b",1.30000000,,5.600000,5.9850,4710.00,0.000000,401.00
"Kepler-1166 b",1.69000000,,3.980000,14.1880,5446.00,0.000000,486.00
"LHS 1815 b",1.08800000,1.58000000000000e+00,6.700000,26.3712,3643.00,0.000000,617.00
"HD 219077 b",12.50000000,3.05750927534000e+03,8.600000,0.0755,5362.00,0.768000,146.68
"Kepler-603 d",1.32000000,,5.500000,497.4000,5808.00,0.000000,1098.00
"Kepler-458 c",4.20000000,,1.220000,279.7870,6117.21,0.000000,798.00
"Kepler-1922 b",2.29064904,,2.680000,71.1100,5931.00,0.000000,740.00
"Kepler-969 c",0.99000000,,5.310000,564.5810,5214.00,0.000000,1270.00
"HD 96127 b",13.00000000,1.20774794660000e+03,3.020000,364.3861,3943.00,0.300000,947.29
"TOI-6223 b",5.07000000,,0.953000,41.8646,3895.00,,714.00
"Kepler-178 d",3.95000000,,1.320000,3.8740,5676.00,0.000000,392.00
"HD 88133 b",13.80000000,3.24186600000000e+02,0.678000,1368.0872,5392.00,0.031000,1762.08
"TOI-7384 b",3.56000000,,1.510000,4.9000,3185.00,0.400000,378.00
"K2-281 b",8.18000000,,0.511000,37.7384,4812.00,,665.00
"HD 80869 b",12.80000000,1.60980088145500e+03,4.220000,0.1420,5837.00,0.924000,203.20
"TOI-1448 b",2.74900000,1.95000000000000e+01,,5.4500,3412.00,0.360000,426.00
"TOI-2141 d",3.97000000,,1.310000,9.8000,5635.00,,491.40
"Kepler-862 b",2.21000000,,2.810000,547.2930,5333.00,0.000000,1097.00
"TOI-5350 b",12.41955062,2.09448920213000e+03,6.030000,321.8790,6220.00,0.016500,1195.00
"Kepler-138 c",1.51000000,2.30000000000000e+00,3.600000,6.8000,3841.00,0.017000,410.00
"Kepler-1001 b",3.15000000,,1.780000,40.8530,5491.00,0.000000,693.00
"TIC 294329732 b",2.07692266,,3.050000,,5201.93,,
"TOI-1814 b",5.18536642,,0.926000,216.0619,4872.84,,977.83
"Kepler-1059 b",1.73000000,,3.860000,174.0740,4906.00,0.000000,908.00
"HD 86728 b",3.03000000,,1.860000,37.1828,5610.00,0.067000,687.36
"Kepler-518 b",2.11000000,,2.980000,133.3170,5842.00,0.000000,839.00
"Kepler-28 b",1.95900000,1.63000000000000e+00,1.185427,62.5770,4499.30,0.000000,585.00
"HD 63433 c",2.69200000,1.55390000000000e+01,4.630000,35.3582,5553.00,0.210000,678.92
"AB Aur b",12.50000000,2.86045566300000e+03,8.050000,0.0067,9770.00,0.400000,83.63
"TOI-128.01",2.21898000,,2.800000,182.4060,6086.00,,1344.51
"Kepler-49 d",1.60000000,2.35982000000000e+02,20.000000,64.3900,4252.00,0.000000,717.00
"HD 114729 b",13.90000000,,0.537000,0.6170,5844.00,0.079000,237.89
"Kepler-107 c",1.59700000,1.00000000000000e+01,13.500000,602.0000,5854.00,0.080000,1378.00
"Kepler-88 d",13.10000000,,2.360000,0.1124,5466.00,0.410000,158.95
"TOI-2095 b",1.25000000,4.10000000000000e+00,,3.4300,3759.00,0.000000,347.00
"WASP-67 b",12.89035000,1.36666900000000e+02,0.388000,188.1062,5200.00,0.000000,1003.00
"Kepler-1755 b",5.91688317,,0.780000,37.4300,6086.00,0.000000,631.00
"Teegarden's Star c",1.02000000,,5.440000,0.3500,3034.00,0.040000,209.00
"TOI-2000 b",2.70000000,1.10000000000000e+01,3.070000,628.0000,5611.00,0.000000,1488.00
"HD 144899 b",4.77000000,,1.030000,58.8430,6126.00,0.821000,770.87
"TOI-5736 b",1.56000000,,4.410000,493.4827,3949.00,,1311.00
"mu2 Sco b",12.30000000,4.57672906080000e+03,13.500000,0.1074,21700.00,0.560000,159.05
"Kepler-9 c",8.08000000,2.99000000000000e+01,0.310000,18.9030,5774.00,0.066910,523.00
"HD 219828 b",4.59000000,,1.080000,1095.4885,5891.00,0.091000,1602.83
"OGLE-TR-113 b",12.25100000,4.00449000000000e+02,1.200000,528.4147,4790.00,0.000000,1342.00
"HD 156279 c",12.50000000,3.09882696825000e+03,8.720000,0.0237,5453.00,0.261000,109.42
"Kepler-1041 b",2.94000000,,1.940000,117.9560,5957.00,0.000000,644.00
"Kepler-877 b",2.12000000,,2.960000,37.8100,5261.00,0.000000,632.00
"KIC 10525077 b",5.50000000,,0.855000,,6091.00,,
"HD 135694 b",2.85700000,6.10000000000000e+00,2.050000,71.8000,5712.00,0.000000,750.83
"K2-70 b",2.89000000,,1.980000,62.0000,5622.00,,783.99
"TIC 237913194 b",12.52045300,6.17225860000000e+02,1.847000,83.3856,5788.00,0.575000,974.00
"Kepler-1578 b",1.04000000,,5.470000,1486.4380,5545.00,0.000000,1700.00
"Kepler-212 b",1.09000000,,5.600000,133.8660,5852.00,0.000000,830.00
"Kepler-1577 b",1.13000000,,5.750000,57.7510,4862.00,0.000000,1125.00
"Kepler-257 b",2.61000000,,2.260000,343.6000,5180.00,0.000000,1237.00
"WASP-61 b",15.80469000,8.51784400000000e+02,1.423000,1062.0298,6250.00,0.000000,1624.40
"Kepler-165 b",2.32000000,,2.640000,59.7990,5211.00,0.000000,716.00
"Kepler-55 d",1.59000000,,4.310000,195.0050,4503.00,0.000000,931.00
"HD 27894 b",14.10000000,,0.386000,22.7604,4875.00,0.047000,627.88
"Kepler-1700 b",2.90129941,,1.970000,2.2000,6031.00,0.000000,329.00
"TOI-2093 b",3.25000000,,1.700000,19.5345,4426.00,0.000000,535.00
"HD 45364 b",9.03000000,,0.449000,1.3804,5466.00,0.067000,301.69
"EPIC 212499991 b",1.60000000,,4.280000,,4982.79,,
"Kepler-1608 b",1.73000000,,3.860000,33.2200,4992.00,0.000000,612.00
"HATS-11 b",18.03000000,2.63798900000000e+02,0.315000,1027.2960,6563.00,0.340000,1596.00
"TOI-1789 b",16.14093221,2.22479884900000e+02,0.280000,2300.0000,5991.00,,1927.00
"EPIC 201757695.02",0.90819000,,5.050000,494.2020,4520.00,0.000000,1025.29
"Kepler-152 b",2.79000000,,2.070000,21.0840,5088.00,0.000000,551.00
"Kepler-253 c",2.65000000,,2.220000,51.2730,5208.00,0.000000,680.00
"Kepler-759 b",2.27000000,,2.710000,19.0200,5860.00,0.000000,533.00
"HIP 8152 c",2.52442508,1.07000000000000e+01,3.630000,39.9000,5618.00,0.200000,650.68
"DE CVn b",12.40000000,,11.000000,0.0008,3579.00,0.000000,46.91
"HATS-29 b",14.02245900,2.07542990000000e+02,0.411000,356.0000,5670.00,0.158000,1212.00
"Kepler-365 c",1.64000000,,4.150000,66.8700,6012.00,0.000000,729.00
"TOI-942 c",4.67000000,3.70000000000000e+01,,59.2488,4969.00,0.320000,772.63
"Kepler-899 b",2.68000000,,2.180000,62.1980,5595.00,0.000000,640.00
"K2-272 b",3.13000000,,1.780000,49.1810,5397.00,,747.00
"TOI-3474 b",14.67255574,1.93875328270000e+02,0.337000,740.0000,6020.00,0.130000,1451.00
"Kepler-1328 b",0.98000000,,5.280000,545.6720,5780.00,0.000000,1214.00
"K2-61 b",1.92000000,,3.380000,730.0000,5748.00,,1325.00
"Kepler-1329 b",2.17000000,,2.880000,26.6450,4500.00,0.000000,577.00
"WISPIT 2 c",17.93436912,3.17828407000000e+03,3.030000,0.0034,4530.00,,2050.00
"Kepler-825 c",1.84000000,,3.560000,261.6280,5976.00,0.000000,981.00
"Kepler-281 c",5.31000000,1.61124000000000e+02,0.005100,35.2030,5723.00,0.000000,513.00
"Kepler-382 b",1.32000000,,5.500000,381.4650,5600.00,0.000000,1166.00
"TOI-4329 b",16.81347105,1.43022783150000e+02,0.165000,3990.5716,6000.00,0.068000,2027.12
"Kepler-1106 b",1.65000000,,4.110000,2399.9740,6104.00,0.000000,2199.00
"WASP-129 b",10.42437000,3.17830000000000e+02,1.600000,345.7201,5900.00,0.096000,1100.00
"Kepler-171 c",2.56000000,,2.320000,78.9050,5642.00,0.000000,752.00
"HD 86264 b",12.50000000,3.11726101585600e+03,8.770000,0.5987,6210.00,0.821000,247.01
"WASP-33 b",17.85593700,6.65218190000000e+02,0.689000,9392.0471,7430.00,0.000000,2781.70
"eps Eri b",13.80000000,3.17828407000000e+02,0.665000,0.0306,5020.38,0.060000,112.26
"HD 66141 b",12.80000000,,5.000000,120.6806,4323.00,0.070000,880.31
"Kepler-835 b",2.79000000,,2.070000,170.3300,5954.00,0.000000,921.00
"Kepler-1666 c",3.23564749,,1.700000,26.3400,6293.00,0.000000,578.00
"Kepler-1341 b",2.99000000,,1.900000,1.1410,4662.00,0.000000,241.00
"HAT-P-23 b",15.33400000,6.64237000000000e+02,1.010000,2796.2342,5905.00,0.106000,2056.00
"Kepler-396 b",3.50000000,7.55000000000000e+01,9.680000,13.7310,5656.00,0.000000,496.00
"gam Cep b",12.70000000,2.09766748620000e+03,5.630000,2.6076,4775.00,0.150000,343.48
"Kepler-1143 b",1.67000000,,4.050000,173.0560,5053.00,0.000000,976.00
"Kepler-1801 b",2.70926154,,2.160000,111.5200,5738.00,0.000000,829.00
"Kepler-136 b",2.05000000,1.98000000000000e+01,12.600000,257.9840,6165.00,0.000000,951.00
"WASP-120 b",15.58048317,1.54147550000000e+03,2.334107,1818.5489,6450.00,0.057000,1749.00
"WASP-72 b",14.45961000,7.31009000000000e+02,0.870000,6233.7915,6250.00,0.000000,2210.00
"Kepler-244 d",2.31000000,1.52000000000000e+01,6.780000,31.2670,5554.00,0.000000,622.00
"TOI-1680 b",1.46600000,,4.800000,4.4100,3225.00,,404.00
"HD 118203 b",12.77823800,6.80152790980000e+02,1.790000,593.4000,5742.00,0.313600,1361.00
"Kepler-146 c",3.13000000,,1.780000,9.8870,5948.00,0.000000,473.00
"KOI-4777.01",0.51000000,9.92000000000000e+01,,320.0000,3515.00,0.000000,1180.00
"NY Vir c",12.80000000,,4.610000,,32780.00,0.150000,
"Kepler-166 b",2.27000000,,2.710000,77.5430,5413.00,0.000000,772.00
"HATS-4 b",11.43300000,4.20471000000000e+02,1.550000,558.8280,5403.00,0.013000,1315.00
"Kepler-507 b",1.30000000,,14.828486,877.3270,6113.00,0.000000,1407.00
"TOI-5704 b",3.22740000,,1.720000,125.0643,4590.00,,949.07
"Kepler-121 b",2.34000000,,2.610000,220.4890,5311.00,0.000000,997.00
"HD 63433 d",1.07300000,,5.560000,296.4321,5688.00,0.160000,1040.00
"Kepler-172 d",2.25000000,,2.740000,75.2900,5526.00,0.000000,736.00
"Kepler-1204 b",3.05000000,,1.850000,7.0210,5825.00,0.000000,448.00
"Kepler-705 b",2.11000000,,2.980000,0.7290,3722.00,0.000000,265.00
"TOI-238 c",2.18000000,6.70000000000000e+00,1.830000,58.3000,5059.00,0.360000,696.00
"Kepler-716 c",1.39281536,,5.120000,151.8000,5012.00,0.000000,992.00
"HD 166724 b",13.00000000,1.20774794660000e+03,3.020000,0.0105,5127.00,0.734000,94.83
"HD 131496 b",13.40000000,,1.310000,2.4257,4846.00,0.181000,347.30
"HD 163607 b",13.90000000,,0.510000,20.0716,5522.00,0.744100,587.13
"Kepler-1858 b",2.42168247,,2.490000,2.7900,4939.00,0.000000,330.00
"Kepler-160 d",,1.00000000000000e+02,,34.9481,5471.00,,676.54
"KOI-13 b",16.94800800,2.94946240000000e+03,3.600000,25339.9010,7650.00,0.000640,2550.00
"K2-365 b",2.90600000,,1.970000,,5561.00,,
"K2-376 b",1.73600000,,3.840000,,5937.00,,
"Kepler-728 b",3.34000000,,1.640000,484.5100,5660.00,0.000000,982.00
"Kepler-563 b",3.09000000,,1.820000,18.7380,5066.00,0.000000,546.00
"Kepler-221 d",2.73000000,3.61000000000000e+00,0.900000,56.2930,5243.00,0.000000,712.00
"Kepler-595 b",3.70800000,1.74000000000000e+01,1.230000,17.3820,5138.50,0.000000,535.00
"Kepler-296 f",1.80000000,,3.200000,0.6200,3740.00,0.330000,274.00
"HD 173416 b",13.40000000,,1.340000,58.1544,4683.00,0.208000,771.03
"TOI-682.01",3.74186000,,1.420000,234.4600,5085.00,,1090.00
"Kepler-534 b",2.24000000,,2.760000,63.9500,5884.00,0.000000,721.00
"TOI-1736 c",12.50000000,2.80000000000000e+03,7.880000,0.9000,5636.00,0.368500,249.00
"TOI-5789 b",1.26000000,,5.820000,360.2797,5185.00,0.000000,1201.00
"USco CTIO 108 b",12.30000000,4.44962000000000e+03,13.100000,0.0000,2700.00,,2.96
"TOI-512 b",1.54000000,3.57000000000000e+00,5.623888,127.0000,5277.00,0.020000,1009.00
"Kepler-1270 b",3.32000000,,1.650000,1217.3950,5047.00,0.000000,1598.00
"Kepler-1370 b",1.84000000,,3.560000,132.5870,6202.00,0.000000,770.00
"Kepler-172 c",2.86000000,,2.010000,227.2250,5526.00,0.000000,970.00
"Kepler-1429 b",1.29000000,,5.660000,551.1560,5902.00,0.000000,1199.00
"Kepler-419 c",12.60000000,2.32010000000000e+03,6.370000,1.8888,6430.00,0.184000,315.55
"K2-266 d",2.93000000,8.90000000000000e+00,2.030000,13.9500,4285.00,0.047000,538.30
"KMT-2021-BLG-0119L b",12.80000000,1.75441280664000e+03,4.600000,,,,
"HD 75784 b",13.80000000,,0.665000,5.3535,4867.00,0.097000,425.98
"Kepler-1022 b",2.36000000,,2.580000,19.2580,4445.00,0.000000,512.00
"Kepler-1321 d",2.62843782,,2.240000,15.8400,3640.00,0.000000,509.00
"Kepler-433 b",16.25000000,8.96240000000000e+02,1.130000,1682.6600,6360.00,0.119000,1776.00
